,Name,Representation,Representative_Docs,Better_Names
111,110_securities_goldman_sachs_bank,"['securities', 'goldman', 'sachs', 'bank', 'scheme', 'exchange', 'commission', 'claims', 'insider', 'firm']","['Talks over settling at least part of the securities fraud lawsuit filed by the Securities and Exchange Commission against three former executives of the Countrywide Financial Corporation have intensified, two people involved with the case said Thursday.', 'The British securities regulator said Thursday that it had fined Goldman Sachs £17.5 million, or nearly $27 million, for failing to disclose the Securities and Exchange Commission’s investigation into the synthetic collateralized debt obligation known as Abacus.', 'The British securities regulator said Thursday that it had fined Goldman Sachs £17.5 million, or nearly $27 million, for failing to disclose the Securities and Exchange Commission’s investigation into the synthetic collateralized debt obligation known as Abacus.']",Goldman Sachs Securities Regulation Issues
112,111_highlights_television_sookie_garonss,"['highlights', 'television', 'sookie', 'garonss', 'balenciagas', 'plausible', 'snowboarder', 'comme', 'fallwinter', 'joyful']","['Television highlights.', 'Television highlights.', 'Television highlights.']",Television Highlights and Pop Culture References
113,112_chief_executive_chairman_goldman,"['chief', 'executive', 'chairman', 'goldman', 'firm', 'officer', 'sachs', 'former', 'mr', 'jwt']","['Lloyd C. Blankfein, the chief executive of Goldman Sachs, has gained a daughter-in-law.', 'The former governor of New Jersey agreed on Tuesday to become the chairman and chief executive of MF Global, a brokerage firm, and an operating partner at J.C. Flowers & Company, a private equity firm specializing in financial services companies.', 'The former governor of New Jersey agreed on Tuesday to become the chairman and chief executive of MF Global, a brokerage firm, and an operating partner at J.C. Flowers & Company, a private equity firm specializing in financial services companies.']",Leadership Roles in Finance and Investment Firms
114,113_nytimescom_word_articles_appeared,"['nytimescom', 'word', 'articles', 'appeared', 'past', 'year', 'this', 'has', 'times', 'in']","['This word has appeared in two New York Times articles in the past year.', 'This word has appeared in two New York Times articles in the past year.', 'This word has appeared in two New York Times articles in the past year.']",New York Times Article Word Frequency
115,114_boat_ship_cruise_voyage,"['boat', 'ship', 'cruise', 'voyage', 'port', 'ships', 'vessel', 'ferry', 'yacht', 'boats']","['An article on Feb. 14 about what’s new in cruising in 2010 misstated the itinerary of the new Queen Elizabeth’s maiden voyage this fall. The ship’s maiden voyage, departing Oct. 12, sails from Southampton, England, to the Canary Islands in the Atlantic \x97 not to the Mediterranean. Its second voyage, departing Oct. 25, sails from Southampton through the Mediterranean to Naples, Italy. And a picture caption misidentified the river on which a Viking River Cruises vessel is shown sailing as it passes the Schloss Johannisburg in Aschaffenburg, Germany. It is the Main, not the Danube. ', ' Growing up, my only experience with cruises was watching the Pacific Princess set sail each week on “The Love Boat.” As an adult, I couldn’t imagine being on vacation and having to pack formal wear for dinner at the captain’s table, so I didn’t think cruising would ever be in my future. But my partner and I have friends who love it, so we joined them recently for a Freestyle Cruise on Norwegian Cruise Line. We sailed from Miami on the Pearl for a week, stopping in Roatan, Belize and Cozumel. Like the mighty seas, the trip had its ups and downs. First, a down: The check-in line to board the ship stretched out the door and into the scorching Miami sun and moved so slowly that by the time we got to the counter, neither of us was in the mood for the clerk’s corny banter. “You’re George and Steve? Are you sure?” I’m pretty sure our faces told him, “Let’s keep this moving before someone gets hurt.” The same thing — a slow-moving line a mile long — happened when we disembarked, too.', ' Growing up, my only experience with cruises was watching the Pacific Princess set sail each week on “The Love Boat.” As an adult, I couldn’t imagine being on vacation and having to pack formal wear for dinner at the captain’s table, so I didn’t think cruising would ever be in my future. But my partner and I have friends who love it, so we joined them recently for a Freestyle Cruise on Norwegian Cruise Line. We sailed from Miami on the Pearl for a week, stopping in Roatan, Belize and Cozumel. Like the mighty seas, the trip had its ups and downs. First, a down: The check-in line to board the ship stretched out the door and into the scorching Miami sun and moved so slowly that by the time we got to the counter, neither of us was in the mood for the clerk’s corny banter. “You’re George and Steve? Are you sure?” I’m pretty sure our faces told him, “Let’s keep this moving before someone gets hurt.” The same thing — a slow-moving line a mile long — happened when we disembarked, too.']",Maritime Travel and Cruising
116,115_silicon_valley_startups_valleys,"['silicon', 'valley', 'startups', 'valleys', 'tech', 'startup', 'money', 'companies', 'business', 'entrepreneurs']","['Beware Silicon Valley’s latest trend: fake transparency.', 'Beware Silicon Valley’s latest trend: fake transparency.', 'Now would be a good time for “Silicon Valley” to show us that founders sometimes need lessons on becoming leaders.']",Silicon Valley Startups and Entrepreneurship
117,116_opioid_drug_drugs_clinical,"['opioid', 'drug', 'drugs', 'clinical', 'epidemic', 'patients', 'addiction', 'trials', 'addicts', 'opioids']","['The Trump administration said China had agreed to make the potent drug a controlled substance, a move that would have major implications for America’s opioid crisis.', 'The city is trying new strategies to combat the opioid epidemic, including planning a supervised site for drug use.', 'The city is trying new strategies to combat the opioid epidemic, including planning a supervised site for drug use.']",Opioid Addiction and Clinical Management
118,117_editor_to_the_otherwise,"['editor', 'to', 'the', 'otherwise', 'know', '', '', '', '', '']","['To the Editor:.', 'To the Editor:.', 'To the Editor:.']",Letters to the Editor
119,118_biden_joe_joseph_jr,"['biden', 'joe', 'joseph', 'jr', 'presidentelect', 'trump', 'president', 'bidens', 'vice', 'democratic']","['It’s President-elect Joe Biden.', 'It shouldn’t undermine Joe Biden.', 'There are lessons here for Joe Biden.']",Joe Biden (Joseph R. Biden Jr.)
120,119_players_nfl_nhl_nba,"['players', 'nfl', 'nhl', 'nba', 'league', 'leagues', 'lockout', 'owners', 'teams', 'games']","['The N.F.L. and the players association agreed in a new labor deal in March to reduce payments to 400 former players who cannot work.', 'After one week of the N.H.L. lockout, more than 60 N.H.L. players have signed or agreed to play in European leagues, a significant number but a far cry from the 200 that played overseas during the 2004-5 lockout.', 'After one week of the N.H.L. lockout, more than 60 N.H.L. players have signed or agreed to play in European leagues, a significant number but a far cry from the 200 that played overseas during the 2004-5 lockout.']",Professional Sports Leagues and Player Relations
121,120_racist_racism_black_supremacists,"['racist', 'racism', 'black', 'supremacists', 'white', 'prejudice', 'africanamericans', 'racial', 'supremacist', 'race']","['Kristen Welker, the second Black woman to moderate a presidential debate on her own, asked the candidates directly on Thursday about an experience that Black families have every day, but that is rarely discussed on a national debate stage: The Talk, the conversation that Black parents must have with their children, telling them how to behave so police officers will not shoot them. Mr. Biden responded by talking about his daughter, who is a social worker.', 'This racist theory is rooted in white supremacist panic.', 'This racist theory is rooted in white supremacist panic.']",Racial Prejudice and Black Experiences in America
122,121_drug_drugs_maker_generic,"['drug', 'drugs', 'maker', 'generic', 'prices', 'pharmaceutical', 'pharmaceuticals', 'pharma', 'astrazeneca', 'company']","['The president has pledged to take on the pharmaceutical industry to lower drug prices, but Congress has banned direct negotiations for drugs covered by Medicare.', 'The world’s biggest maker of generic drugs has been squeezed by increased competition and lower prices and is saddled with a large amount of debt.', 'The world’s biggest maker of generic drugs has been squeezed by increased competition and lower prices and is saddled with a large amount of debt.']",Generic Pharmaceutical Manufacturers and Drug Pricing
123,122_cuomo_andrew_gov_cuomos,"['cuomo', 'andrew', 'gov', 'cuomos', 'governor', 'nixon', 'tunnel', 'handling', 'his', 'rail']","['The announcement from Gov. Andrew M. Cuomo’s office came amid threats of a lawsuit from New York City.', 'Chris Cuomo, who is off this week, has conferred with his brother, Gov. Andrew Cuomo, by telephone over the past few days.', 'Chris Cuomo, who is off this week, has conferred with his brother, Gov. Andrew Cuomo, by telephone over the past few days.']",Governor Andrew Cuomo's Administration and Activities
124,123_egypts_hosni_mubarak_egypt,"['egypts', 'hosni', 'mubarak', 'egypt', 'mohamed', 'morsi', 'brotherhood', 'tahrir', 'egyptians', 'egyptian']","['If reformists within the Muslim Brotherhood had charted the Islamist movement’s path after the fall of Hosni Mubarak, things might have been different in Egypt.', 'By crushing dissent, Egypt’s new leader, Mohamed Morsi, is repeating the errors of his ousted predecessor, Hosni Mubarak.', 'If reformists within the Muslim Brotherhood had charted the Islamist movement’s path after the fall of Hosni Mubarak, things might have been different in Egypt.']",Political Leadership and Change in Egypt
125,124_cuba_castro_cubans_havana,"['cuba', 'castro', 'cubans', 'havana', 'fidel', 'en', 'spanish', 'castros', 'war', 'el']","['The Cuba Nostalgia Fair in Miami, May 21 to 23, offers tastes of pre-Castro Cuba.', 'The Cuba Nostalgia Fair in Miami, May 21 to 23, offers tastes of pre-Castro Cuba.', 'Fidel Castro’s death comes at a time of great uncertainty for Cuba, and about how Raúl Castro will steer the country.']",Cuban History and the Castro Era
126,125_festival_concerts_music_concert,"['festival', 'concerts', 'music', 'concert', 'festivals', 'river', 'live', 'york', 'area', 'fest']","['A selected guide to concerts in the New York City area.', 'A selected guide to concerts in the New York City area.', 'A selected guide to concerts in the New York City area.']",New York City Music Festivals and Concerts Guide
127,126_holocaust_jews_jewish_poland,"['holocaust', 'jews', 'jewish', 'poland', 'ii', 'war', 'antidefamation', 'patel', 'franks', 'orthodox']","['Israel and Poland tried to put a dispute over a Holocaust law behind them with a joint statement. But Israel’s Holocaust memorial center found “grave errors and deceptions” in the statement.', 'Children’s literature about Jewish experience is obsessively focused on the Holocaust, Marjorie Ingall argues. As a result, kids learn that the worst thing that ever happened to Jews is the cornerstone of Jewish identity.', 'Children’s literature about Jewish experience is obsessively focused on the Holocaust, Marjorie Ingall argues. As a result, kids learn that the worst thing that ever happened to Jews is the cornerstone of Jewish identity.']",The Holocaust and Jewish Identity in Poland
128,127_crashed_crash_truck_plane,"['crashed', 'crash', 'truck', 'plane', 'train', 'flight', 'collided', 'carrying', 'northeast', 'helicopter']","['A jetliner with 131 passengers aboard crashed on the island of San Andrés early Monday, but officials said only one passenger died.', 'A jetliner with 131 passengers aboard crashed on the island of San Andrés early Monday, but officials said only one passenger died.', 'A jetliner with 131 passengers aboard crashed on the island of San Andrés early Monday, but officials said only one passenger died.']",Aviation Accidents and Incidents
129,128_rubio_ted_cruz_senator,"['rubio', 'ted', 'cruz', 'senator', 'marco', 'cruzs', 'jeb', 'bush', 'republican', 'iowa']","['According to Donald J. Trump, Senator Marco Rubio of Florida is too young to be taken seriously. But what if Mr. Rubio were to be the one who comes out of the spat looking like the grown-up?', 'Supporters of Senator Marco Rubio, Senator Ted Cruz, Jeb Bush and Mike Huckabee are poised to unleash a wave of ferocious attacks before the Iowa caucuses and New Hampshire primary.', 'Supporters of Senator Marco Rubio, Senator Ted Cruz, Jeb Bush and Mike Huckabee are poised to unleash a wave of ferocious attacks before the Iowa caucuses and New Hampshire primary.']",Republican Senators and Presidential Candidates in the Iowa Caucuses
130,129_patients_medical_doctors_care,"['patients', 'medical', 'doctors', 'care', 'doctor', 'emergency', 'health', 'physicians', 'profession', 'suffer']","['Two new studies of millions of people around the world suggest that doctors should be thinking more about cancer patients’ mental health, experts said.', 'The medical profession has been troubled for years by a persistent shortage of doctors who treat the oldest and sickest patients.', 'The medical profession has been troubled for years by a persistent shortage of doctors who treat the oldest and sickest patients.']",Healthcare Professional Shortage and Patient Care
131,130_police_officers_department_force,"['police', 'officers', 'department', 'force', 'policing', 'officer', 'departments', 'cameras', 'tensions', 'floyds']","['Officers fear retaliation if they step in to stop misconduct by other officers. In the wake of George Floyd’s death, departments are trying to change that.', 'A New York City detective is part of the Police Department’s efforts to increase the percentage of black officers in an era of criticism of the police.', 'A New York City detective is part of the Police Department’s efforts to increase the percentage of black officers in an era of criticism of the police.']",Police Department Reforms and Diversity Initiatives
132,131_heres_know_need_you,"['heres', 'know', 'need', 'you', 'what', 'to', 'please', 'systems', 'do', 'how']","['Here’s what you need to know.', 'Here’s what you need to know.', 'Here’s what you need to know.']",Essential Knowledge for Beginners
133,132_children_parents_child_my,"['children', 'parents', 'child', 'my', 'families', 'care', 'cared', 'should', 'applying', 'mom']","['FOR CHILDREN.', 'FOR CHILDREN.', 'FOR CHILDREN.']",Parenting and Child Care
134,133_least_missing_toll_people,"['least', 'missing', 'toll', 'people', 'died', 'killed', 'injured', 'were', 'dead', 'accident']","['At least 28 people have died, and 30 are missing after a mound in Colombo, the capital, gave way and buried part of a neighborhood. Rescuers expect the toll to rise.', 'The death toll rose to at least 59 a fifth day after the disaster, and more than 70 people remain missing.', 'The death toll rose to at least 59 a fifth day after the disaster, and more than 70 people remain missing.']",Disaster Casualty Report
135,134_appearing_corrections_print_2019,"['appearing', 'corrections', 'print', '2019', '2018', 'january', 'february', 'saturday', 'sunday', 'friday']","['Corrections appearing in print on Sunday, March 3, 2019.', 'Corrections appearing in print on Saturday, May 4, 2019.', 'Corrections appearing in print on Friday, May 3, 2019.']",Print Corrections Published in Early 2019
136,135_espn_broadcast_streaming_network,"['espn', 'broadcast', 'streaming', 'network', 'comcast', 'universal', 'nbc', 'univision', 'cable', 'tv']","['Sunday’s final at London’s Wembley Stadium is being broadcast in the United States by ESPN and Univision, and via their ESPN+ and TUDN streaming platforms. But, of course, many Times readers are not in the United States.', 'An article on Monday about the future of broadcast television after the Comcast-NBC Universal deal misspelled the surname of a former host of “The Tonight Show.” He was Jack Paar, not Parr. The article also misstated the age of the broadcast division of NBC Universal relative to its film division. The NBC network was founded in 1926, 14 years after Universal was created by a merger; the network is not the oldest part of NBC Universal.', 'An article on Monday about the future of broadcast television after the Comcast-NBC Universal deal misspelled the surname of a former host of “The Tonight Show.” He was Jack Paar, not Parr. The article also misstated the age of the broadcast division of NBC Universal relative to its film division. The NBC network was founded in 1926, 14 years after Universal was created by a merger; the network is not the oldest part of NBC Universal.']",Sports Broadcasting and Streaming Networks
137,136_word_sentence_nytimescom_articles,"['word', 'sentence', 'nytimescom', 'articles', 'appeared', 'use', 'covocabularists', 'past', 'can', 'synonym']","['This word has appeared in six articles on NYTimes.com in the past year. Can you use it in a sentence?', 'This word has appeared in four articles on NYTimes.com in the past year. Can you use it in a sentence?', 'This word has appeared in four articles on NYTimes.com in the past year. Can you use it in a sentence?']",Vocabulary Usage in The New York Times Articles
138,137_baby_birth_childbirth_babies,"['baby', 'birth', 'childbirth', 'babies', 'born', 'pregnancy', 'women', 'child', 'donor', 'obgyn']","['Maria del Carmen Bousada gave birth just shy of her 67th birthday in December 2006, setting off debate about whether stricter limits should be placed on women’s access to fertility treatment.', 'Our ideas about what constitutes healthy, natural childbirth have changed. Yet 33 percent of women still deliver babies through C-sections. How are our expectations of childbirth changing?', 'Our ideas about what constitutes healthy, natural childbirth have changed. Yet 33 percent of women still deliver babies through C-sections. How are our expectations of childbirth changing?']",Childbirth Practices and Debates
139,138_stories_top_heres_weeks,"['stories', 'top', 'heres', 'weeks', 'know', 'need', 'you', 'what', 'about', 'busy']","['Here’s what you need to know about the week’s top stories.', 'Here’s what you need to know about the week’s top stories.', 'Here’s what you need to know about the week’s top stories.']",Weekly Top Stories Summary
140,139_asylum_seekers_refugees_borders,"['asylum', 'seekers', 'refugees', 'borders', 'greece', 'thousands', 'australias', 'detention', 'resettled', 'immigration']","['A year after the European Union closed its borders to asylum seekers, refugees try to fashion a sense of normalcy with businesses and home-cooked meals.', 'The Trump administration plans to send asylum seekers back to Mexico. What will happen to them there?', 'The Trump administration plans to send asylum seekers back to Mexico. What will happen to them there?']",Asylum Seekers and Refugee Policies at International Borders
141,140_beach_travel_mathilda_go,"['beach', 'travel', 'mathilda', 'go', 'trip', 'cruise', 'visit', 'planning', 'lombos', 'destinations']","['Dresses in tropical prints; a colorful take on the classic beach bag; the latest swimwear and sandals for the après beach hours.', 'Dresses in tropical prints; a colorful take on the classic beach bag; the latest swimwear and sandals for the après beach hours.', 'Family traditions link us from summer to summer and beach to beach.']",Matilda's Beach Vacation Planning Guide
142,141_blasio_de_mayor_bill,"['blasio', 'de', 'mayor', 'bill', 'blasios', 'york', 'mayoral', 'police', 'city', 'candidate']","['Mayor Bill de Blasio of New York has set a liberal standard that President Obama has yet to match.', 'Dante de Blasio’s Afro became the talk of Twitter after he appeared at the news conference of Bill de Blasio, who was saying he was running for mayor.', 'Dante de Blasio’s Afro became the talk of Twitter after he appeared at the news conference of Bill de Blasio, who was saying he was running for mayor.']",Bill de Blasio's Mayoral Tenure in New York City
143,142_turkey_recep_tayyip_erdogan,"['turkey', 'recep', 'tayyip', 'erdogan', 'turkeys', 'turkish', 'istanbul', 'ahmet', 'davutoglu', 'strengthens']","['Turkey’s governing party nominated Ahmet Davutoglu to succeed President-elect Recep Tayyip Erdogan as prime minister and party chairman.', 'A video by the comedy show “Extra 3” that pokes fun at President Recep Tayyip Erdogan of Turkey had attracted more than four million views by Thursday.', 'A video by the comedy show “Extra 3” that pokes fun at President Recep Tayyip Erdogan of Turkey had attracted more than four million views by Thursday.']",Recep Tayyip Erdogan's Political Career in Turkey
144,143_farm_farmers_farming_farms,"['farm', 'farmers', 'farming', 'farms', 'laborers', 'crops', 'pastures', 'grassroots', 'agriculture', 'tomatoes']","['Britons are in fields across the country doing something they probably would not have imagined a few months ago: working as farm laborers, picking berries.', 'The group Farm Aid discusses the battle to protect family farm agriculture in the state.', 'The group Farm Aid discusses the battle to protect family farm agriculture in the state.']",Agricultural Practices and Farm Labor
145,144_fixedincome_taxexempt_pricing_scheduled,"['fixedincome', 'taxexempt', 'pricing', 'scheduled', 'following', 'issues', 'editor', 'week', 'this', 'are']","['The following tax-exempt fixed-income issues are scheduled for pricing this week.', 'The following tax-exempt fixed-income issues are scheduled for pricing this week.', 'The following tax-exempt fixed-income issues are scheduled for pricing this week.']",Weekly Schedule for Tax-Exempt Fixed-Income Pricing
146,145_percent_recession_economy_growth,"['percent', 'recession', 'economy', 'growth', 'rate', 'economic', 'gdp', 'previous', 'quarter', 'grew']","['The global growth forecast was pared to 5.9 percent from 6 percent because of the Delta variant and supply chain bottlenecks. The U.S. growth prediction was cut to 6 percent from 7 percent.', 'The economy grew 1.3 percent in the third quarter, down from 5.5 percent growth in the previous three months.', 'The economy grew 1.3 percent in the third quarter, down from 5.5 percent growth in the previous three months.']",Economic Growth Rate and Recession Trends
147,146_safety_cars_drivers_driving,"['safety', 'cars', 'drivers', 'driving', 'wheel', 'vehicle', 'transportation', 'accidents', 'older', 'safe']","['New research from the Insurance Institute for Highway Safety says teenagers tend to drive cars that put them at greater risk of dying in a crash.', 'New research from the Insurance Institute for Highway Safety says teenagers tend to drive cars that put them at greater risk of dying in a crash.', 'Modern safety features in cars can help drivers avoid accidents, but parents don’t have to buy a new car to get those systems. Many used cars have them.']",Teen Driver Safety and Vehicle Safety Features
148,147_sanders_bernie_hillary_vermont,"['sanders', 'bernie', 'hillary', 'vermont', 'democratic', 'clinton', 'senator', 'sanderss', 'debate', 'campaign']","['Recent comments by Hillary Clinton and her supporters in New York suggest they may be opening a new line of attack against Senator Bernie Sanders, criticizing his openly democratic socialist worldview. It has been a common labeling from Republicans about Mr. Sanders, but not so much from Democrats.', 'Bernie Sanders accused Hillary Clinton of being vague on economic justice issues/', 'Bernie Sanders accused Hillary Clinton of being vague on economic justice issues/']",Bernie Sanders vs. Hillary Clinton in the Democratic Primaries
149,148_marijuana_cannabis_recreational_legalized,"['marijuana', 'cannabis', 'recreational', 'legalized', 'legal', 'legalize', 'pot', 'legalization', 'use', 'medical']","['Even as more states allow medical marijuana, traveling between states with cannabis can leave patients in legal limbo.', 'In other referendum votes, Colorado and Washington  legalized marijuana for recreational use.', 'In other referendum votes, Colorado and Washington  legalized marijuana for recreational use.']",Legalization of Recreational Marijuana
150,149_masks_mask_mandates_wear,"['masks', 'mask', 'mandates', 'wear', 'indoor', 'cdc', 'hochul', 'kathy', 'face', 'wearing']","['Gov. Kathy Hochul dropped New York’s stringent indoor mask mandate on Wednesday, ending a requirement that businesses ask customers for proof of full vaccination or require mask wearing at all times, and marking a turning point in the state’s coronavirus response, according to three people briefed on her decision.', 'What are the rules regarding masks in your school right now? What do you think the criteria should be for easing mask mandates?', 'What are the rules regarding masks in your school right now? What do you think the criteria should be for easing mask mandates?']",Indoor Mask Mandates and Policies
151,150_ad_campaign_ads_advertising,"['ad', 'campaign', 'ads', 'advertising', 'pac', 'omnicom', 'tallahassee', 'hillary', 'zimmerman', 'communications']","['A new digital ad campaign from a “super PAC” supporting Hillary Clinton equates fighting hatred with stopping the presidential candidacy of Donald J. Trump.', 'The latest ad from the “super PAC” supporting Hillary Clinton presents her rival’s foreign policy positions as a danger to the country.', 'The latest ad from the “super PAC” supporting Hillary Clinton presents her rival’s foreign policy positions as a danger to the country.']",Political Advertising Campaigns by Super PACs
152,151_see_know_news_day,"['see', 'know', 'news', 'day', 'you', 'what', 'about', 'glad', 'of', 'the']","['See what you know about the news of the day.', 'See what you know about the news of the day.', 'See what you know about the news of the day.']",Daily News Awareness
153,152_respond_readers_reader_cruelest,"['respond', 'readers', 'reader', 'cruelest', 'pathetic', 'gauntlet', 'frack', 'teardown', 'pausing', 'narcissism']","['Readers respond.', 'Readers respond.', 'Readers respond.']",Reader Feedback on Harsh Criticism
154,153_games_video_game_gaming,"['games', 'video', 'game', 'gaming', 'arcade', 'gamers', 'virtual', 'reality', 'lessons', 'shakespeare']","['What life lessons can video games teach?', 'What have video games taught you?', 'What have video games taught you?']",Educational Value of Video Games
155,154_memorial_grieving_death_hospice,"['memorial', 'grieving', 'death', 'hospice', 'readers', 'dying', 'retiree', 'advice', 'forgiveness', 'loss']","['As Memorial Day approaches, I am reminded of the urge to defend my family to those who assume I am single because of infidelity, abuse or neglect.', 'Citing their own illnesses or those of loved ones, readers offer advice on how to talk to and help the dying.', 'Citing their own illnesses or those of loved ones, readers offer advice on how to talk to and help the dying.']",Coping with End-of-Life: Guidance and Support in Hospice Care
156,155_jazz_selected_performances_guide,"['jazz', 'selected', 'performances', 'guide', 'saxophonist', 'porter', 'pianists', 'york', 'pianist', 'gerald']","['A selected guide to jazz performances in New York.', 'A selected guide to jazz performances in New York.', 'A selected guide to jazz performances in New York.']",New York Jazz Performance Guide
157,156_nicols_maduro_venezuela_chvez,"['nicols', 'maduro', 'venezuela', 'chvez', 'president', 'hugo', 'venezuelans', 'power', 'maduros', 'venezuelas']","['After Washington handed control of Venezuela’s assets in the United States to the opposition leader, the government of Nicolás Maduro struck back fiercely.', 'As President Hugo Chávez of Venezuela neared death, Vice President Nicolás Maduro’s imitations of him became apparent. Less clear are Mr. Maduro’s intentions toward the United States.', 'After Washington handed control of Venezuela’s assets in the United States to the opposition leader, the government of Nicolás Maduro struck back fiercely.']",Nicolás Maduro's Presidency in Venezuela
158,157_iht_archives_highlights_reviewed,"['iht', 'archives', 'highlights', 'reviewed', 'particular', 'interest', 'recently', 'books', 'from', 'ibook']","['Highlights from the I.H.T. archives.', 'Highlights from the I.H.T. archives.', 'Highlights from the I.H.T. archives.']",International Herald Tribune Archive Highlights Review
159,158_properties_hill_weeks_brooklyn,"['properties', 'hill', 'weeks', 'brooklyn', 'midtown', 'village', 'east', 'murray', 'greenwich', 'cobble']","['This week’s properties are in Midtown, the West Village and Crown Heights, Brooklyn.', 'This week’s properties are in Greenwich Village, Murray Hill and Brooklyn Heights.', 'This week’s properties are in Greenwich Village, Murray Hill and Brooklyn Heights.']",Weekly Real Estate Listings in Manhattan and Brooklyn
160,159_recall_recalls_airbag_safety,"['recall', 'recalls', 'airbag', 'safety', 'recalled', 'honda', 'problem', 'suvs', 'rearfacing', 'buckle']","['The Honda S.U.V.’s are being recalled to fix poorly sewn seat belt restraints, while Subaru’s action was to fix overheating windshield-wiper motors and faulty front control arms.', 'Honda’s announcement of the recall of 515 CR-Vs from 2016 led Senator Bill Nelson of Florida to ask whether any Takata airbag inflaters were safe.', 'Honda’s announcement of the recall of 515 CR-Vs from 2016 led Senator Bill Nelson of Florida to ask whether any Takata airbag inflaters were safe.']",Automotive Recall and Airbag Safety Issues
161,160_theater_production_theaters_playhouse,"['theater', 'production', 'theaters', 'playhouse', 'play', 'playwrights', 'papp', 'fox', 'artistic', 'audience']","['An article on Monday about the new Henry Miller’s Theater, on 43rd Street, misstated the surname of an architect whose firm, Cook + Fox Architects, designed the theater. He is Rick Cook, not Fox. (His partner is Robert Fox.).', 'An article on Saturday about a newly published oral history of Joseph Papp and the Public Theater misspelled the surname of a collaborator who helped Papp create the theater. He is Bernard Gersten, not Gerstein.', 'An article on Saturday about a newly published oral history of Joseph Papp and the Public Theater misspelled the surname of a collaborator who helped Papp create the theater. He is Bernard Gersten, not Gerstein.']",Theater Production and Playhouses
162,161_shares_stocks_fell_markets,"['shares', 'stocks', 'fell', 'markets', 'stock', 'market', 'percent', 'sharply', 'wall', 'indexes']","['Stocks on Wall Street closed sharply lower and benchmark bond prices marched higher as the latest jobs data in the United States provided evidence that the economy was still struggling.', 'Shares fell sharply amid fears that early investors eligible to offload their stocks would create a surplus on the market.', 'Stocks on Wall Street closed sharply lower and benchmark bond prices marched higher as the latest jobs data in the United States provided evidence that the economy was still struggling.']",Stock Market Decline
163,162_weight_diet_calories_dieting,"['weight', 'diet', 'calories', 'dieting', 'food', 'taco', 'anorexia', 'eat', 'obesity', 'body']","['An overhaul to Weight Watchers’ diet plan has caused many longtime members to complain about slow weight loss.', 'Current guidelines say weight-loss surgery is appropriate for people who have failed to lose weight through diet and exercise and have a body mass index of 40 and above.', 'Current guidelines say weight-loss surgery is appropriate for people who have failed to lose weight through diet and exercise and have a body mass index of 40 and above.']",Weight Management and Dieting
164,163_appearing_corrections_print_2014,"['appearing', 'corrections', 'print', '2014', '2015', 'january', 'april', 'december', '14', 'march']","['Corrections appearing in print on March 2, 2014.', 'Corrections appearing in print on May 4, 2014.', 'Corrections appearing in print on May 4, 2014.']",Print Corrections Published in 2014
165,164_detainees_torture_guantnamo_military,"['detainees', 'torture', 'guantnamo', 'military', 'prisoners', 'prison', 'tortured', 'transfer', 'cia', 'cias']","['Nearly half of the last 39 detainees have now been approved for transfer, and the challenge for U.S. officials is to find countries to receive them.', ""In this short documentary, a former defense lawyer for prisoners at Guantánamo Bay argues against the C.I.A.'s use of torture."", ""In this short documentary, a former defense lawyer for prisoners at Guantánamo Bay argues against the C.I.A.'s use of torture.""]",Guantanamo Bay Detainees and CIA Torture Allegations
166,165_herald_tribune_archives_international,"['herald', 'tribune', 'archives', 'international', '1914', 'highlights', '1939', '1941', '1916', '1940']","['Highlights from the International Herald Tribune archives: Germany is backing her ally in 1914.', 'Highlights from the International Herald Tribune archives: Italy prepares for war in 1939.', 'Highlights from the International Herald Tribune archives: Germany is backing her ally in 1914.']",Historical Coverage of World Wars in the International Herald Tribune Archives
167,166_software_cloud_computing_enterprise,"['software', 'cloud', 'computing', 'enterprise', 'data', 'corporate', 'companies', 'workday', 'ibm', 'cloudcomputing']","['Cloud-based, enterprise software companies like Workday look a lot more like consumer outfits than their traditional competitors.', 'Cloud computing is a threat to the economics of the software business. Corporate customers and the big software companies will determine just how big a threat it becomes.', 'Cloud computing is a threat to the economics of the software business. Corporate customers and the big software companies will determine just how big a threat it becomes.']",Enterprise Cloud Computing in the Software Industry
168,167_fundraising_raised_campaign_contributions,"['fundraising', 'raised', 'campaign', 'contributions', 'senator', 'million', 'committee', 'pacs', 'cory', 'republican']","['With the Democratic nominating contest entering its final stretch and her sights set on the general election, Hillary Clinton raised roughly $26.4 million in April, the campaign said Monday, more than the 25.8 million raised by her rival, Senator Bernie Sanders.', 'Senator Bernie Sanders has raised more than $1 million in small-dollar contributions off two email solicitations that highlighted an attack from allies of Hillary Rodham Clinton, a campaign official said.', 'Senator Bernie Sanders has raised more than $1 million in small-dollar contributions off two email solicitations that highlighted an attack from allies of Hillary Rodham Clinton, a campaign official said.']",Political Campaign Fundraising Efforts
